authors,abstract,title
"['Kota Tsubouchi', 'Kazuo Hiekata', 'Hiroyuki Yamato']",This paper proposes predicting the operation function (POF) for the workflow-based knowledge management software. POF is a function of the system that can estimate the documents which software users want to see and provides the users not only with proper documents but also unexpected knowledge which another users operation reflected. The system stores the log data of operation and judge which documents are needed from the viewpoint of the present user's characteristics and everyone's behavior. The simulation experiment with real data concerning the On-Demand Bus project shows that users' behavior is strongly related with the previous actions and the POF can improve the usability of the knowledge management software.,A Research on Predicting the Operation Function for the Workflow-Based Knowledge Management Software
"['Ricardo Bezerra de Andrade e Silva', 'Wei Chu', 'Zoubin Ghahramani']","When predicting class labels for objects within a relational database, it is often helpful to consider a model for relationships: this allows for information between class labels to be shared and to improve prediction performance. However, there are different ways by which objects can be related within a relational database. One traditional way corresponds to a Markov network structure: each existing relation is represented by an undirected edge. This encodes that, conditioned on input features, each object label is independent of other object labels given its neighbors in the graph. However, there is no reason why Markov networks should be the only representation of choice for symmetric dependence structures. Here we discuss the case when relationships are postulated to exist due to hidden common causes. We discuss how the resulting graphical model differs from Markov networks, and how it describes different types of real-world relational processes. A Bayesian nonparametric classification model is built upon this graphical representation and evaluated with several empirical studies.",Hidden Common Cause Relations in Relational Learning
"['Tony S. Verma', 'Teresa H. Meng']","We present a flexible analysis/synthesis tool for transient signals that extends current sinusoidal and sines+noise models for audio to sines+transients+noise. The explicit handling of transients provides a more realistic and robust signal model. Because the transient model presented is the frequency domain dual to sinusoidal modeling, it has similar flexibility and allows for a wide range of transformations on the parameterized signal. In addition, due to this duality, a major portion of the transient model is sinusoidal modeling performed in the frequency domain. In order to make the transient and sinusoidal models work more effectively together, we present a formulation of sinusoidal modeling (and therefore transient modeling) in terms of matching pursuits and overlap-add synthesis. This formulation provides a tight coupling between the sines+transients+noise model because it allows a simple heuristic, based on tonality, as to when an audio signal should be modeled as sines and/or transients and/or noise.",An analysis/synthesis tool for transient signals that allows a flexible sines+transients+noise model for audio
"['Karel L. Sterckx', 'Jaafar M. H. Elmirghani', 'Robert A. Cryan']",This paper analyses the merits of adaptive threshold detection (ATD) over fixed threshold detection (FTD) as a means to reduce the impact of ambient shot noise on wireless infrared communication links. Original analytic details are provided to allow for an accurate sensitivity account of an optical wireless receiver that employs either ATD or FTD. Proposals towards the implementation of adaptive threshold detection are outlined with considerations on their respective benefits and drawbacks.,On the use of adaptive threshold detection in optical wireless communication systems
"['Lisheng Fan', 'Xianfu Lei', 'Trung Q. Duong', 'Rose Qingyang Hu', 'Maged Elkashlan']","In this paper, we propose a multiuser cognitive relay network, where multiple secondary sources communicate with a secondary destination through the assistance of a secondary relay in the presence of secondary direct links and multiple primary receivers. We consider the two relaying protocols of amplify-and- forward (AF) and decode-and-forward (DF), and take into account the availability of direct links from the secondary sources to the secondary destination. With this in mind, we propose an optimal solution for cognitive multiuser scheduling by selecting the optimal secondary source, which maximizes the received signal-to-noise ratio (SNR) at the secondary destination using maximal ratio combining. This is done by taking into account both the direct link and the relay link in the multiuser selection criterion. For both AF and DF relaying protocols, we first derive closed-form expressions for the outage probability and then provide the asymptotic outage probability, which determines the diversity behavior of the mul- tiuser cognitive relay network. Finally, this paper is corroborated by representative numerical examples.",Multiuser Cognitive Relay Networks: Joint Impact of Direct and Relay Communications
['Kevin Grant'],"In this paper, we consider efficient indexing methods for recursive conditioning algorithms. We compare two wellknown methods for indexing, a top-down method and a bottom-up method, and discuss the redundancy that each of these suffer from. We also present a new method for indexing that is a hybrid of these models. Using this new approach shows an improvement in the amount of indexing operations by 55% or more in our test networks, as well as a reduction in the cumulative time for inference by 33% or more.",Efficient Indexing for Recursive Conditioning Algorithms
"['Kamil Szczesny', 'Matthias K. Hamm', 'Markus K??nig']","An efficient execution of complex construction projects requires a comprehensive scheduling of all construction activities. For this, it is necessary to consider various restrictions and the availability of required resources. The generation of efficient schedules is a very challenging task, in fact an NP-hard optimization problem. An appropriate approach is the application of discrete-event simulation for the generation of valid schedules. Additionally, simulation is combined with optimization methods to determine efficient schedules regarding given objectives. The applied optimization techniques are evolutionary algorithms. Thus, operators have to be implemented that define the way of generating new schedules in the recombination step of the algorithm. In this paper an improved operator is presented that outperforms common operators for scheduling problems by considering technological dependencies between activities, so that it will be possible to determine efficient schedules for complex construction scheduling problems. An example of implementation is presented to validate the developed operator.",Adjusted recombination operator for simulation-based construction schedule optimization
"['Hui-Ling Lou', 'Deepen Sinha', 'Carl-Erik W. Sundberg']","Hybrid in band on channel (IBOC) digital audio broadcasting simultaneously with analog amplitude modulation (AM) has been proposed as a solution to DAB in the AM band. Since the AM band is crowded and the available bandwidth per program is limited, adding digital transmission presents a challenge. To achieve FM-like audio quality, an audio coder rate of 32-64 kb/sec may be required. One currently proposed hybrid IBOC-AM system is 30 kHz wide. Severe second adjacent interference may occur in certain areas, leading to a possible 40% loss of the effective audio bit rate. To cope with such harsh transmission conditions, we present a solution based on embedded/multidescriptive audio coding with matched multistream transmission in separate frequency bands. With the loss of one frequency band, the embedded system blends to a lower audio coder rate with a much better quality than analog AM. The nonembedded system, without multistream transmission, fails catastrophically when a little more than one sideband is severely interfered with, causing a severe discontinuity in quality while blending directly to analog AM. Some detailed robust embedded systems are outlined. We also show how multistream transmission schemes can be used with nonembedded audio coders. Both daytime and nighttime scenarios are included. This paper contains a catalog of possible systems for different audio quality levels and interference scenarios, including systems with 20 kHz bandwidth rather than 30 kHz.",Multistream transmission for hybrid IBOC-AM with embedded/multidescriptive audio coding
"['Manoj Kumar Jain', 'M. Balakrishnan', 'Anshul Kumar']","Interest in synthesis of Application Specific Instruction Processors or ASIPs has increased considerably and a number of methodologies have been proposed in the last decade. This paper attempts to survey the state of the art in this area and identifies some issues which need to be addressed. We have identified the five key steps in ASIP design as application analysis, architectural design space exploration, instruction set generation, code synthesis and hardware synthesis. A broad classification of the approaches reported in the literature is done. The paper notes the need to broaden the architectural space being explored and to tightly couple the various subtasks in ASIP synthesis.",ASIP design methodologies: survey and issues
"['Nizar Sakr', 'Jilin Zhou', 'Nicolas D. Georganas', 'Jiying Zhao', 'Emil M. Petriu']","In this paper, two robust perception-based haptic data reduction and transmission techniques are presented to reduce data traffic in telehaptic systems. A prediction approach that relies on the least-squares method and median filtering is exploited in order to reduce the number of packets transmitted, and efficiently reconstruct unsuccessfully received data samples. Knowledge from human haptic perception is also used and incorporated into the general data reduction architecture. The techniques are initially evaluated in a basic experimental setting in order to validate their performance. Their application in a haptic-enabled telementoring surgery simulation is also demonstrated. The experimental results prove the proposed approach's effectiveness as haptic data packets can be reduced by as much as 96% in normal network conditions and up to 93% in the presence of significant communication delay and packet loss, while preserving the overall quality of the telehaptic environment.",Robust perception-based data reduction and transmission in telehaptic systems
"['Chia-Te Chou', 'Sheng-Wen Shih', 'Duan-Yu Chen']","In this paper, we propose a systematic approach to design Gabor filter banks for iris feature extraction. The spectra of normalized iris images were analyzed and the most informative band (MIB) was located. When tuning the filter parameters, the pass bands of the filter banks are confined to be within the MIB. It turns out that with the MIB constraint the number of orientation parameters of the Gabor filters can be reduced to one. Furthermore, we show that the spatial locations of the Gabor filters can be arbitrarily and uniformly selected provided that the conditions of the Nyquist sampling theorem are satisfied. The main difficulty of designing filter banks for iris feature extraction is that there are too many free parameters to be determined, e.g., there will be 6N parameters to be designed for N filters. However, after analyzing the possible factors influencing the iris feature extraction process, we found that the free parameters of the Gabor filter banks can be reduced from 6N to three. By using the genetic algorithm to tune the filter parameters, the performance of our recognition system has been gradually improved. The experimental results show that the best equal error rate of our system is about 0.05% computed with the CASIA database.",Design of Gabor Filter Banks for Iris Recognition
"['Adriana Fodor', 'Eddy Karnieli']","The main purpose of this chapter is to discuss the place of telemedicine in the modern medicine, its present and future application in the clinical medicine. It covers aspects of clinical telemedicine practice, technical advances, principles and practices, health policy and regulation, and health services research dealing with clinical effectiveness, efficacy, and safety of telemedicine and its effects on quality, cost, and accessibility of care. The diabetic foot problem was chosen as a suitable model to examine whether the use of telemedicine technology will improve the quality of medicine and reduce medical costs. According to the American Telemedicine Association, telemedicine is the exchange of medical information from one site to another using electronic communication, such as telephone, Internet or videoconference to improve patients' health status (1). Related with telemedicine is the term ""telehealth,"" which covers a quite broader definition of remote healthcare, being more focused on other health-related services that do not always involve direct patient clinical services. Telemedicine practices allow for specialist consultation, direct patient consultation, patient monitoring, and medical education. Although the term telemedicine is a relatively recent one, since 1970s, medicine has long made use of various communication technologies dating back to 1906. Wilhelm Einthoven, inventor of the electrocardiograph, created the ""telecardio- gram,"" which transmitted electrocardiograms via telephone from the clinic to his office, enabling him to monitor his patients' condition at a distance (2). In the early 1990s, telemedicine experienced a considerable progress due to rapid advancements in information and telecommunications technologies and digital data transmission. Since then, the interest in the use of telemedicine procedures and the number of related publications had rapidly increased. A search of MEDLINE in 1990 found six publications on telemedicine; while by February 2009 there were more than 10,700 entries under the search term ""telemedicine.""","Telemedicine for the Diabetic Foot: A Model for Improving Medical Care, Developing Decision Support Systems, and Reducing Medical Cost"
"['Di Miao', 'Shuoyu Wang']","The human auditory system possesses intelligence characteristics such as the ability to extract information from multiple voice signals, and these characteristics correlate with brain function. If the relation between auditory intelligence and brain status can be identified, it will be possible to evaluate brain status according to auditory intelligence. At present there are no integrated measurement and evaluation standards for auditory intelligence. We present a method for the measurement of auditory intelligence based on discontinuous audio signals.",Measurement of Functional Auditory Intelligence in Humans
"['Daniel Ayala', 'Ouri Wolfson', 'Bo Xu', 'Bhaskar DasGupta', 'Jie Lin']","The proliferation of mobile devices, location-based services and embedded wireless sensors has given rise to applications that seek to improve the efficiency of the transportation system. In particular, new applications are already available that help travelers to find parking in urban settings by conveying the parking slot availability near the desired destinations of travelers on their mobile devices.   In this paper we present two notions of parking choice: the optimal and the equilibrium. The equilibrium describes the behavior of individual, selfish agents in a system. We will show how a pricing authority can use the parking availability information to set prices that entice drivers to choose parking in the optimal way, the way that minimizes total driving distance by the vehicles and is then better for the transportation system (by reducing congestion) and for the environment. We will present two pricing schemes that perform this task. Furthermore, through simulations we show the potential congestion improvements that can be obtained through the use of these schemes.",Pricing of parking for congestion reduction
"['Julio C. Sosa', 'Roc??o G??mez-Fabela', 'Jose Antonio Boluda', 'Fernando Pardo']","Optical flow computation has been extensively used for object motion estimation in image sequences. However, the results obtained by most optical flow techniques are as accurate as computationally intensive due to the large amount of data involved. A new strategy for image sequence processing has been developed; pixels of the image sequence that significantly change fire the execution of the operations related to the image processing algorithm. The data reduction achieved with this strategy allows a significant optical flow computation speed up. Furthermore, FPGAs allow the implementation of a custom data-flow architecture specially suited for this strategy. The bases of the change-driven image processing are presented, as well as the hardware custom implementation.",FPGA Implementation of a Change-Driven Image Processing Architecture for Optical Flow Computation
"['Siu-Long Lei', 'Hai-Wei Sun']","The implicit finite difference scheme with the shifted Grunwald formula, which is unconditionally stable, is employed to discretize fractional diffusion equations. The resulting systems are Toeplitz-like and then the fast Fourier transform can be used to reduce the computational cost of the matrix-vector multiplication. The preconditioned conjugate gradient normal residual method with a circulant preconditioner is proposed to solve the discretized linear systems. The spectrum of the preconditioned matrix is proven to be clustered around 1 if diffusion coefficients are constant; hence the convergence rate of the proposed iterative algorithm is superlinear. Numerical experiments are carried out to demonstrate that our circulant preconditioner works very well, even though for cases of variable diffusion coefficients.",A circulant preconditioner for fractional diffusion equations
"['Bruno Ot?≠vio Soares Teixeira', 'Jaganath Chandrasekar', 'L. Torres', 'Luis Antonio Aguirre', 'Dennis S. Bernstein']","This article addresses the state-estimation problem for linear and non-linear systems for the case in which prior knowledge is available in the form of an equality constraint. The equality-constrained Kalman filter (KF) is derived as the maximum-a-posteriori solution to the equality-constrained state-estimation problem for linear and Gaussian systems and is compared to alternative algorithms. Then, four novel algorithms for non-linear equality-constrained state estimation based on the unscented KF are presented, namely, the equality-constrained unscented KF, the projected unscented KF, the measurement-augmentation unscented KF, and the constrained unscented KF. Finally, these methods are compared on linear and non-linear examples.",State estimation for linear and non-linear equality-constrained systems
['Adriaan van Oosterom'],"This invited paper presents a personal view on the current status of the solution to the inverse problem of bioelectricity. Its focus lies on applications in the field of electrocardiography. The topic discussed is also relevant in other medical domains, such as electroencephalography, electroneurography and electromyography. In such domains the methodology involved rests on the same basic principles of physics and electrophysiology as well as on the applied techniques of signal analysis and numerical analysis.",The inverse problem of bioelectricity: an evaluation.
['Sarah-Jayne Blakemore'],"article i nfo Article history: Accepted 25 November 2011 Available online 8 December 2011 The past 15 years has seen a rapid expansion in the number of studies using neuroimaging techniques to investigate maturational changes in the human brain. In this paper, I review MRI studies on structural changes in the developing brain, and fMRI studies on functional changes in the social brain during adolescence. Both MRI and fMRI studies point to adolescence as a period of continued neural development. In the final section, I discuss a number of areas of research that are just beginning and may be the subject of developmental neuroimaging in the next twenty years. Future studies might focus on complex questions including the development of functional connectivity; how gender and puberty influence adolescent brain development; the effects of genes, environment and culture on the adolescent brain; development of the atypical adolescent brain; and implications for policy of the study of the adolescent brain.",Imaging brain development: the adolescent brain.
"['Jonathan Ragan-Kelley', 'Charlie Kilpatrick', 'Brian W. Smith', 'Doug Epps', 'Paul Green', 'Christophe Hery', 'Fr??do Durand']","We present an automated approach for high-quality preview of feature-film rendering during lighting design. Similar to previous work, we use a deep-framebuffer shaded on the GPU to achieve interactive performance. Our first contribution is to generate the deep-framebuffer and corresponding shaders automatically through data-flow analysis and compilation of the original scene. Cache compression reduces automatically-generated deep-framebuffers to reasonable size for complex production scenes and shaders. We also propose a new structure, the  indirect framebuffer , that decouples shading samples from final pixels and allows a deep-framebuffer to handle antialiasing, motion blur and transparency efficiently. Progressive refinement enables fast feedback at coarser resolution. We demonstrate our approach in real-world production.",The lightspeed automatic interactive lighting preview system
"['Tajudeen A. Atolagbe', 'Vlatka Hlupic']","SimTutor is a multimedia intelligent tutoring system (ITS) for simulation modeling. Multimedia systems are now de facto standard on personal computers and increasing number of intelligent tutoring systems incorporate multimedia systems to enhance interaction with students. SimTutor provides a graphical environment in which the student can practice conceptual model development and interact direct with different simulation modeling software. We used multimedia systems to enhance the pedagogy and for incorporating different strategy into the courseware design. ITS components are accessed through the graphical user interface, allowing them to be developed independently. The modular architecture allows for interoperability of applications with the same event changing protocol. An object-oriented approach is adapted to allow the system to evolve and to flexibly change the data.",SimTutor: a multimedia intelligent tutoring system for simulation modeling
"['Yu-lung Lo', 'Chun-yu Chen']","A non-trivial repeating pattern is commonly used in analyzing the repeated part of a music object and looking for the theme. Non-trivial repeating patterns exclude those patterns included in other longer patterns such that they can reduce the redundancy and speedup music search. So far, existing approaches discover a repeating pattern in such a way that the sequence of notes in a music object appears more than once in exactly matching. If we allow the similar sequences with partial different notes also being a repeating pattern, it can reduce the number of repeating patterns and construct more efficient music indexes. The more accurate music theme also could be analyzed. Therefore, in this paper, we propose a fault-tolerant non-trivial repeating pattern discovering technique. The experimental results show that our approach can not only reduce the number of non-trivial repeating patterns but also improve the hit ratios of queries for music databases",Fault Tolerant Non-trivial Repeating Pattern Discovering for Music Data
"['Ruihong Huang', 'Ellen Riloff']","The goal of our research is to improve event extraction by learning to identify secondary role filler contexts in the absence of event keywords. We propose a multi-layered event extraction architecture that progressively ""zooms in"" on relevant information. Our extraction model includes a document genre classifier to recognize event narratives, two types of sentence classifiers, and noun phrase classifiers to extract role fillers. These modules are organized as a pipeline to gradually zero in on event-related information. We present results on the MUC-4 event extraction data set and show that this model performs better than previous systems.",Peeling Back the Layers: Detecting Event Role Fillers in Secondary Contexts
"['Istv?≠n A. Bogd?≠n', 'Daniel Coca', 'Robert J. Beynon']","The reconfigurable computing paradigm, which exploits the flexibility and versatility of field-programmable gate arrays (FPGAs), has emerged as a powerful solution for speeding up time-critical algorithms. This paper describes a reconfigurable computing solution for processing raw mass spectrometric data generated by MALDI-TOF instruments. The hardware-implemented algorithms for denoising, baseline correction, peak identification, and deisotoping, running on a Xilinx Virtex-2 FPGA at 180 MHz, generate a mass fingerprint that is over 100 times faster than an equivalent algorithm written in C, running on a Dual 3-GHz Xeon server. The results obtained using the FPGA implementation are virtually identical to those generated by a commercial software package MassLynx.",Peptide Mass Fingerprinting Using Field-Programmable Gate Arrays
"['Katrin Amunts', 'Michael Hawrylycz', 'D. C. Van Essen', 'J.D. Van Horn', 'Noam Harel', 'Jean Baptiste Poline', 'F. De Martino', 'Jan G. Bjaalie', 'Ghislaine Dehaene-Lambertz', 'S. Dehaene', 'P. Valdes-Sosa', 'Bertrand Thirion', 'Karl Zilles', 'S.L. Hill', 'M.B. Abrams', 'Peter A. Tass', 'Wim Vanduffel', 'Alan C. Evans', 'Simon B. Eickhoff']","The last two decades have seen an unprecedented development of human brain mapping approaches at various spatial and temporal scales. Together, these have provided a large fundus of information on many different aspects of the human brain including micro- and macrostructural segregation, regional specialization of function, connectivity, and temporal dynamics. Atlases are central in order to integrate such diverse information in a topographically meaningful way. It is noteworthy, that the brain mapping field has been developed along several major lines such as structure vs. function, postmortem vs. in vivo, individual features of the brain vs. population-based aspects, or slow vs. fast dynamics. In order to understand human brain organization, however, it seems inevitable that these different lines are integrated and combined into a multimodal human brain model. To this aim, we held a workshop to determine the constraints of a multi-modal human brain model that are needed to enable (i) an integration of different spatial and temporal scales and data modalities into a common reference system, and (ii) efficient data exchange and analysis. As detailed in this report, to arrive at fully interoperable atlases of the human brain will still require much work at the frontiers of data acquisition, analysis, and representation. Among them, the latter may provide the most challenging task, in particular when it comes to representing features of vastly different scales of space, time and abstraction. The potential benefits of such endeavor, however, clearly outweigh the problems, as only such kind of multi-modal human brain atlas may provide a starting point from which the complex relationships between structure, function, and connectivity may be explored.",Interoperable atlases of the human brain.
"['Brian Palmer', 'Joseph F. Danzer', 'Kevin Hambly', 'Derek A. Debe']","Advances in protein crystallography and homology modeling techniques are producing vast amounts of high resolution protein structure data at ever increasing rates. As such, the ability to quickly and easily extract structural similarities is a key tool in discovering important functional relationships. We report on an approach for creating and maintaining a database of pairwise structure alignments for a comprehensive database comprising the PDB and homology models for the human and select pathogen genomes. Our approach consists of a novel, multistage method for determining pairwise structural similarity coupled with an efficient clustering protocol that approximates a full NN assessment in a fraction of the time. Since biologists are commonly interested in recently released structures, and the homology models built from them, an automatically updating database of structural alignments has great value. Our approach yields a querying system that allows scientists to retrieve databank-wide protein structure similarities as easily as retrieving protein sequence similarities via BLAST or PSI-BLAST. Basic, noncommercial access to the database can be requested at https://tip.eidogen-sertanty.com/.",StructSorter : A method for continuously updating a comprehensive protein structure alignment database
['Olivera Marjanovic'],"Supported by technology, organizations are becoming more dynamic, adaptive and networked. A term ambient organizations is used to describe evolving organisational forms, enabled by integrated information systems that are designed to support customercentered business processes and to enhance flexibility and knowledge sharing across functional and organisational boundaries. In ambient organizations, customers become the central focus and various strategies are implemented to involve them as É??business partnersÉ?ù or virtual resources. This paper investigates ambient organizations within the context of SMEs (SmallÉ??to-Medium Enterprises) with the special emphasis on enabling IT solutions. It then illustrates the concept by an example of a service-oriented SME.",Using IT to Enable Ambient-to-Be SMEs
"['Gamal M. Mahmoud', 'Tassos Bountis', 'Emad E. Mahmoud']","Chaos synchronization is a very important nonlinear phenomenon, which has been studied to date extensively on dynamical systems described by real variables. There also exist, however, interesting cases of dynamical systems, where the main variables participating in the dynamics are complex, for example, when amplitudes of electromagnetic fields are involved. Another example is when chaos synchronization is used for communications, where doubling the number of variables may be used to increase the content and security of the transmitted information. It is also well-known that similar generalization of the Lorenz system to one with complex ODEs has been introduced to describe and simulate the physics of a detuned laser and thermal convection of liquid flows. In this paper, we study chaos synchronization by applying active control and Lyapunov function analysis to two such systems introduced by Chen and Lu. First we show that, written in terms of complex variables, these systems can have chaotic dynamics and exhibit strange attractors. We calculate numerically the values of the parameters at which these attractors exist. Active control and global synchronization techniques are then applied to study the phenomenon of chaos synchronization. Analytical criteria concerning the stability of these techniques are implemented and excellent agreement is found upon comparison with numerical experiments. In particular, studying the time evolution of ""errors"" (or differences between drive and control dynamics), we show that both techniques are very effective for controlling the behavior of these systems, even in regimes of very strong chaos.",Active control and global synchronization of the complex chen and L?¨ systems
"['Luis Guanter', 'Luis Alonso', 'Jos?? F. Moreno']","The Compact High Resolution Imaging Spectrometer (CHRIS) onboard the Project for On-Board Autonomy (PROBA) platform system provides the first high spatial resolution hyperspectral/multiangular remote sensing data from a satellite system, what represents a new source of information for Earth Observation purposes. A fully consistent radiative transfer approach is always preferred when dealing with the retrieval of surface reflectance from hyperspectral/multiangular data. However, due to the reported calibration anomalies for CHRIS data, a direct atmospheric correction based on physical radiative transfer modeling is not possible, and the method must somehow compensate for such calibration problems in specific wavelength ranges. A dedicated atmospheric correction algorithm for PROBA/CHRIS data over land is presented in this work. It consists in the combination of radiative transfer and empirical line approaches to atmospheric correction, in order to retrieve surface reflectance images free from both the atmospheric distortion and artifacts due to miscalibration. The atmospheric optical parameters and the updated set of calibration coefficients are obtained jointly in an autonomous process, without the need for any ancillary data. Results from the application of the algorithm to PROBA/CHRIS data from the two European Space Agency SPectra bARrax Campaign (SPARC) held at the Barrax study site (La Mancha, Spain) in 2003 and 2004 are presented in this work, focusing on the validation of the final surface reflectance using in situ measurements acquired simultaneously to PROBA overpasses.",A method for the surface reflectance retrieval from PROBA/CHRIS data over land: application to ESA SPARC campaigns
['Nir Kshetri'],"This paper attempts to gain an understanding of the diffusion dynamics of Linux by assessing it on RogersÉ?? technology dimensions É?? relative advantage, compatibility, complexity, observability, and trialability. The analysis makes clear that Linux possesses greater relative advantage than its proprietary competitors because of its low cost, lower susceptibility to bugs and crashes, resilience to obsolescence, ability to run on older machines and higher perceived security. Linux is facing compatibility problems with applications, hardware and other corporate resources; suppliersÉ?? and customersÉ?? technologies; and, skills of current and potential employees. Extreme configurability and user unfriendly interface; limited support and staff knowledge; and, potential hazard of forking into competing versions have been some major sources of LinuxÉ??s complexity. Linux seems to have a reasonably good performance on observability and trialability dimensions. The paper concludes by offering some suggestions on how to accelerate the diffusion of Linux among software developers, national governments and international agencies.",Diffusion pattern of Linux: An assessment on major technology dimensions
"['Fahimeh Jafari', 'Zhonghai Lu', 'Axel Jantsch', 'Mohammad Hossein Yaghmaee']","For network-on-chip (NoC) designs, optimizing buffers is an essential task since buffers are a major source of cost and power consumption. This paper proposes flow regulation and has defined a regulation spectrum as a means for system-on-chip architects to control delay and backlog bounds. The regulation is performed per flow for its peak rate and burstiness. However, many flows may have conflicting regulation requirements due to interferences with each other. Based on the regulation spectrum, this paper optimizes the regulation parameters aiming for buffer optimization. Three timing-constrained buffer optimization problems are formulated, namely, buffer size minimization, buffer variance minimization, and multiobjective optimization, which has both buffer size and variance as minimization objectives. Minimizing buffer variance is also important because it affects the modularity of routers and network interfaces. A realistic case study exhibits 62.8% reduction of total buffers, 84.3% reduction of total latency, and 94.4% reduction on the sum of variances of buffers. Likewise, the experimental results demonstrate similar improvements in the case of synthetic traffic patterns. The optimization algorithm has low run-time complexity, enabling quick exploration of large design spaces. This paper concludes that optimal flow regulation can be a highly valuable instrument for buffer optimization in NoC designs.",Buffer Optimization in Network-on-Chip Through Flow Regulation
"['Koustav Bhattacharya', 'Nagarajan Ranganathan']","Differential power analysis (DPA) has been shown to be the dominant type of side-channel attacks that significantly jeopardize the security in integrated circuits. It has been shown that the data, the functional unit operations as well as the internal micro-architectures can be detected through current and power analysis. Subsequently, different CMOS logic styles have been proposed in the literature for performing computations in such a manner that the current and power signatures can be concealed through reduction of the variance in transient power dissipation. In this work, we propose a gate sizing formulation based on traditional static CMOS standard cells that improves the security of the circuits while maintaining low overheads in terms of area, power and delay. The proposed algorithm considers all disjoint paths from primary inputs to the primary outputs, performing gate sizing with the objective of balancing the switched path capacitances among the various paths making it difficult to extract power or current signatures through current or power profiling. Further, we show that the path based security aware gate sizing formulation is NP-complete and propose a greedy approximation algorithm based on linear programming. The proposed algorithm has been implemented and validated on the ISCAS85 benchmarks and the experimental results indicate a reduction of the variance of transient dynamic power by about 40% with very low overhead in terms of delay, area and power.",A linear programming formulation for security-aware gate sizing
['Ping Wah Wong'],"Two different approaches in the inverse halftoning of error-diffused images are considered. The first approach uses linear filtering and statistical smoothing that reconstructs a gray-scale image from a given error-diffused image. The second approach can be viewed as a projection operation, where one assumes the error diffusion kernel is known, and finds a gray-scale image that will be halftoned into the same binary image. Two projection algorithms, viz., minimum mean square error (MMSE) projection and maximum a posteriori probability (MAP) projection, that differ on the way an inverse quantization step is performed, are developed. Among the filtering and the two projection algorithms, MAP projection provides the best performance for inverse halftoning. Using techniques from adaptive signal processing, we suggest a method for estimating the error diffusion kernel from the given halftone. This means that the projection algorithms can be applied in the inverse halftoning of any error-diffused image without requiring any a priori information on the error diffusion kernel. It is shown that the kernel estimation algorithm combined with MAP projection provide the same performance in inverse halftoning compared to the case where the error diffusion kernel is known. >",Inverse halftoning and kernel estimation for error diffusion
"['Mark W. Schmidt', 'Ewout van den Berg', 'Michael P. Friedlander', 'Kevin P. Murphy']","An optimization algorithm for minimizing a smooth function over a convex set is described. Each iteration of the method computes a descent direction by minimizing, over the original constraints, a diagonal plus lowrank quadratic approximation to the function. The quadratic approximation is constructed using a limited-memory quasi-Newton update. The method is suitable for large-scale problems where evaluation of the function is substantially more expensive than projection onto the constraint set. Numerical experiments on one-norm regularized test problems indicate that the proposed method is competitive with state-of-the-art methods such as boundconstrained L-BFGS and orthant-wise descent. We further show that the method generalizes to a wide class of problems, and substantially improves on state-of-the-art methods for problems such as learning the structure of Gaussian graphical models and Markov random elds.",Optimizing Costly Functions with Simple Constraints: A Limited-Memory Projected Quasi-Newton Algorithm
"['Bo Zhang', 'Fangguo Zhang']","Similarity measures play an important role in classification problems, cluster analysis, and identification issues. This paper studies the secure similarity coefficients computation in the two-party setting. Recently, a privacy-preserving similarity coefficients protocol for binary data was proposed by Wong and Kim Computers and Mathematics with Application 2012. We point out that their protocol is not secure, even in the semi-honest model. In their protocol, the client can retrieve the inputs of the server without deviating from the protocol. Next, we propose a secure similarity coefficients computation protocol in the presence of malicious adversaries, which solves the same similarity coefficients functionality as that proposed by Wong and Kim. Meanwhile, we prove the protocol secure against the malicious adversaries by using the standard simulation-based security definitions for secure two-party computation. Also several extensions of our protocol for settling other specific problems are discussed. At last, we present a protocol computing the similarity coefficients with better privacy by using the secure integer division on ciphertexts. Copyright ?? 2013 John Wiley & Sons, Ltd.",Secure similarity coefficients computation for binary data and its extensions
"['O. Gottlieb', 'Alexander Oron']","We investigate the stability and bifurcations of parametrically excited thin liquid films. A recently derived nonlinear evolution equation for the two-dimensional spatio-temporal dynamics of falling liquid films on an oscillating vertical wall is expanded to low order Fourier modes. A fourth-order modal dynamical system is validated to yield the primary bifurcation structure of the fundamental falling film dynamics described by the Benney equation, and accurately predicts the quasi-periodic structure of the temporally modulated Benney equation (TMBE). The stability of fundamental steady and periodic solutions is analytically and numerically investigated so as to reveal the threshold for nonstationary and chaotic solutions corresponding to aperiodic modulated traveling waves. The reduced modal dynamical system enables construction of a comprehensive bifurcation structure, which is verified by numerical simulation of the evolution equation.",STABILITY AND BIFURCATIONS OF PARAMETRICALLY EXCITED THIN LIQUID FILMS
